"Title","Abstract","PID"
"The immunogenicity in healthy infants and efficiency to prevent mother to child transmission of Hepatitis B virus of a 10µg recombinant yeast-derived Hepatitis B vaccine (Hep-KSC).","To evaluate immunogenicity and efficacy of a 10µg recombinant Saccharomyces cerevisiae-derived hepatitis B vaccine (Kangtai Biological Products Co. Ltd, Shenzhen, China) (Hep-KSC) in newborns.</AbstractText>: To evaluate immunogenicity and efficacy of a 10µg recombinant Saccharomyces cerevisiae-derived hepatitis B vaccine (Kangtai Biological Products Co. Ltd, Shenzhen, China) (Hep-KSC) in newborns.Overall 1197 infants born to mothers negative for HBV markers (NM group) and 534 born to HBsAg-positive mothers (PM Group) were enrolled. Infants in NM group were given 10µg Hep-KSC, 10µg Engerix-B or 5µg Hep-KSC and those in PM group received 10µg Hep-KSC or 10µg Engerix-B at 0, 1 and 6 months, with an additional 200IU HBIG at birth for the latter.</AbstractText>: Overall 1197 infants born to mothers negative for HBV markers (NM group) and 534 born to HBsAg-positive mothers (PM Group) were enrolled. Infants in NM group were given 10µg Hep-KSC, 10µg Engerix-B or 5µg Hep-KSC and those in PM group received 10µg Hep-KSC or 10µg Engerix-B at 0, 1 and 6 months, with an additional 200IU HBIG at birth for the latter.For NM Group, 10µg Hep-KSC paralleled 10µg Engerix-B but outperformed 5µg Hep-KSC regarding seroprotective rate (95.06% vs 94.83% vs 89.67%, p=0.0077) and anti-HBs geometric mean concentration (GMC) (798.87mIU/ml vs 790.16mIU/ml vs 242.04mIU/ml, p&lt;0.0001) at 7 months. The proportion of infants with anti-HBs greater than 1000mIU/ml was higher in 10µg Hep-KSC than 5µg Hep-KSC group (45.77% vs 11.93%, p&lt;0.0001) at 7 and 12 months. For PM Group, the HBsAg positivity rate in 10µg Hep-KSC and 10µg Engerix-B group was 1.60% and 4.27% at 7 months, respectively. In 10µg Hep-KSC group, 93.61% and 91.29% achieved seroprotection at 7 and 12 months, respectively, and correspondingly 90.24% and 86.96% in 10µg Engerix-B group. The anti-HBs GMC was comparable between 10µg Hep-KSC and 10µg Engerix-B group at 7 and 12 months (575.31mIU/ml vs 559.64mIU/ml; 265.79mIU/ml vs 264.48mIU/ml).</AbstractText>: For NM Group, 10µg Hep-KSC paralleled 10µg Engerix-B but outperformed 5µg Hep-KSC regarding seroprotective rate (95.06% vs 94.83% vs 89.67%, p=0.0077) and anti-HBs geometric mean concentration (GMC) (798.87mIU/ml vs 790.16mIU/ml vs 242.04mIU/ml, p&lt;0.0001) at 7 months. The proportion of infants with anti-HBs greater than 1000mIU/ml was higher in 10µg Hep-KSC than 5µg Hep-KSC group (45.77% vs 11.93%, p&lt;0.0001) at 7 and 12 months. For PM Group, the HBsAg positivity rate in 10µg Hep-KSC and 10µg Engerix-B group was 1.60% and 4.27% at 7 months, respectively. In 10µg Hep-KSC group, 93.61% and 91.29% achieved seroprotection at 7 and 12 months, respectively, and correspondingly 90.24% and 86.96% in 10µg Engerix-B group. The anti-HBs GMC was comparable between 10µg Hep-KSC and 10µg Engerix-B group at 7 and 12 months (575.31mIU/ml vs 559.64mIU/ml; 265.79mIU/ml vs 264.48mIU/ml).10µg Hep-KSC might be appropriate for neonatal immunization with good immunogenicity and efficacy, especially for infants born to HBsAg-positive mothers.</AbstractText>: 10µg Hep-KSC might be appropriate for neonatal immunization with good immunogenicity and efficacy, especially for infants born to HBsAg-positive mothers.","27113166"
"[Occult hepatitis B virus infection: a new challenge for hepatitis B vaccine to block mother-to-child transmission].","Occult hepatitis B virus infection (OBI) could occur in infants born to HBsAg-positive mothers after active and passive immunization, even though their serological patterns suggested successful protection from HBV mother-to-infant transmission according to the current criteria of being HBsAg-negative and anti-HBs positive. We should take into account its potential clinical impact and reconsider the effectiveness of the present immunoprophylaxis against HBV in this population. This review will focus on topics including the prevalence, serological features and probable risk factors underlying the phenomenon of OBI in infants with HBsAg carrier mothers after immunization. ","26983489"
"[Nucleos(t)ide antiviral agents for preventing mother-to-child transmission of hepatitis B virus: an interpretation of relevant international guidelines].","A high maternal viral load is the most important factor affecting immunoprophylaxis against mother-infant transmission of HBV. The application of antiviral drugs in pregnant women with a high serum HBV DNA level (&gt;10(6)~10(7) IU/ml) during the second and third trimesters can reduce the prenatal serum HBV DNA level and significantly increase the success rate of blocking mother-infant transmission in neonates. This article interprets the contents related to antiviral therapy for pregnant women carrying HBV with the purpose of blocking mother-infant transmission of HBV in the guidelines published by Asian Pacific Association for the Study of the Liver, European Association for the Study of the Liver, National Institute for Health and Care Excellence, Korean Association for the Study of the Liver, and World Health Organization. ","26983486"
"Management of mother-to-child transmission of hepatitis B virus: Propositions and challenges.","Chronic hepatitis B virus (HBV) infection due to mother-to-child transmission (MTCT) during perinatal period remains an important global health problem. Despite standard passive-active immunoprophylaxis with hepatitis B immunoglobulin (HBIG) and hepatitis B vaccine in neonates, up to 9% of newborns still acquire HBV infection, especially these from hepatitis B e antigen (HBeAg) positive mothers. Management of HBV infection in pregnancy still need to draw careful attention because of some controversial aspects, including the failure of passive-active immunoprophylaxis in a fraction of newborns, the effect and necessity of periodical hepatitis B immunoglobulin (HBIG) injection to the mothers, the safety of antiviral prophylaxis with nucleoside/nucleotide analogs, the benefit of different delivery ways, and the safety of breastfeeding. In this review, we highlight these unsettled issues of preventive strategies in perinatal period, and we further aim to provide an optimal approach to the management of preventing MTCT of HBV infection. ","26895227"
"Laparoscopic liver resection for hepatitis B and C virus-related hepatocellular carcinoma in patients with Child B or C cirrhosis.","BACKGROUND: The aim of this study was to evaluate the clinical and oncological outcomes after laparoscopic liver resection (LLR) in patients with hepatitis B and C virus-related hepatocellular carcinoma (HCC) with Child B or C cirrhosis.METHODS: Between January 2004 and December 2013, LLR was performed in 232 patients with HCC. Of these, 141 patients also had pathologically proven cirrhosis. Sixteen patients with hepatitis B and C virus-related HCC with Child B or C cirrhosis were included in the study. Thirteen (81.3%) patients had Child B disease and three (18.8%) patients had Child C disease.RESULTS: The median operation time was 215 min, the median estimated blood loss was 350 mL, and the median hospital stay was eight days. Three patients (18.8%) experienced complications after surgery. There was no postoperative mortality or reoperation. The mean follow-up period was 51.6 months. HCC recurred in eight (50%) patients: seven intrahepatic recurrences and one extrahepatic recurrence. The treatments for recurrence were laparoscopic reoperation in one (6.3%) patient, trans-catheter arterial chemo-embolization (TACE) in one (6.3%) patient, radiofrequency ablation (RFA) in one (6.3%) patient, and combined TACE and RFA in four (25%) patients. The five-year postoperative overall survival (OS) and disease-free survival (DFS) were 84.4% and 41.7%, respectively.CONCLUSIONS: This study demonstrates that LLR can be safely used in patients with hepatitis B and C virus-related HCC and Child B or C cirrhosis, with acceptable survival outcomes.","26734621"
"A SPECIAL MEETING REVIEW EDITION: Advances in the Treatment of Hepatitis C Virus Infection From EASL 2015: The 50th Annual Meeting of the European Association for the Study of the Liver • April 22-26, 2015 • Vienna, AustriaSpecial Reporting on:• Daclatasvir, Sofosbuvir, and Ribavirin Combination for HCV Patients With Advanced Cirrhosis or Posttransplant Recurrence: Phase 3 ALLY-1 Study• Efficacy and Safety of Grazoprevir and Elbasvir in Hepatitis C Genotype 1-Infected Patients With Child-Pugh Class B Cirrhosis (C-SALT Part A)• Ledipasvir/Sofosbuvir With Ribavirin Is Safe and Efficacious in Decompensated and Post Liver Transplantation Patients With HCV Infection: Preliminary Results of the Prospective SOLAR 2 Trial• Retreatment of Patients Who Failed 8 or 12 Weeks of Ledipasvir/Sofosbuvir-Based Regimens With Ledipasvir/Sofosbuvir for 24 Weeks• Sofosbuvir + Peginterferon/Ribavirin for 12 Weeks Vs Sofosbuvir + Ribavirin for 16 or 24 Weeks in Genotype 3 HCV Infected Patients and Treatment-Experienced Cirrhotic Patients With Genotype 2 HCV: The BOSON Study• Safety and Efficacy of the Combination Daclatasvir-Sofosbuvir in HCV Genotype 1-Mono-Infected Patients From the French Observational Cohort ANRS CO22 HEPATHER• C-SWIFT: Grazoprevir/Elbasvir + Sofosbuvir in Cirrhotic and Noncirrhotic, Treatment-Naive Patients With Hepatitis C Virus Genotype 1 Infection for Durations of 4, 6 or 8 Weeks and Genotype 3 Infection for Durations of 8 or 12 WeeksPLUS Meeting Abstract Summaries With Expert Commentary by: Steven L. Flamm, MD Chief, Liver Transplantation ProgramProfessor of Medicine and SurgeryNorthwestern University Feinberg School of MedicineChicago, Illinois.","","26504459"
"Mother-to-child transmission of hepatitis B virus in sub-Saharan Africa: time to act.","","26087980"
"Low mother-to-child-transmission rate of Hepatitis C virus in cART treated HIV-1 infected mothers.","BACKGROUND: Maternal transmission is the most common cause of HCV infection in children. HIV co-infection and high levels of plasma HCV-RNA have been associated with increased HCV transmission rates.OBJECTIVES: We assessed the vertical HCV transmission rate in the HIV-HCV co-infected group of pregnant women on cART.STUDY DESIGN: We conducted a retrospective study in a Dutch cohort of HIV-positive pregnant women and their children. We identified co-infected mothers. Results of the HCV tests of the children were obtained.RESULTS: All 21 women were on cART at the time of delivery. We analyzed data of the 24 live-born children at risk for mother-to-child transmission (MTCT) of HCV between 1996 and 2009. HIV-RNA was &lt;500 copies/ml during 18/24 [75%] deliveries, the median CD4(+) cell count was 419 cells/µl (290-768). There was no transmission of HIV. The median plasma HCV-RNA in our cohort of 23 non-transmitting deliveries in 21 women was 3.5×10E5 viral eq/ml (IQR 9.6×104-1.5×106veq/mL). One of 24 live-born children was found to be infected with HCV genotype 1. At the time of delivery the maternal plasma HIV-RNA was &lt;50 copies/ml, the CD4(+) cell count was 160 cells/µl and maternal plasma HCV-RNA was 4.6×10E6 veq/ml. This amounted to a prevalence of HCV-MTCT of 4%.CONCLUSION: In this well-defined cohort of HIV-HCV co-infected pregnant women, all treated with cART during pregnancy, a modest rate of vertical HCV transmission was observed.","26071328"
"Distinct quasispecies characteristics and positive selection within the core gene in chronic hepatitis B virus infected child and adult patients.","There are significant differences in clinical characteristics between chronic hepatitis B virus infected (CHB) child and adult patients. Viral quasispecies characteristics are associated with its pathogenic properties. For hepatitis B virus (HBV), its core region is the main immune recognition region for its enriched epitopes. In our study, we discuss the quasispecies characteristics and positive selection within core gene within chronic HBV infected child and adult patients. By analyzing 170 core gene sequences from child CHB patients and 121 core genes sequences from adult CHB patients, quasispecies characteristics were described by sequence complexity, diversity, non-synonymous substitution ratio (dN) and synonymous substitution ratios (dS). In addition, positive selection sites were also determined by bioinformatics tools. Then, all these parameters were compared between child and adult CHB patient groups. Compared with child patients, adult patients with CHB showed distinct quasispecies characteristics within the core region, had a higher sequence complexity and diversity and more positive selection sites, suggesting that the adult CHB patients had a higher immune selection pressure on the HBV core gene. Reduced selection pressure on the HBV core gene in hepatitis B e antigen (HBeAg)-positive CHB patients than HBeAg negative CHB patients were observed in both adult and child patient groups. The majority of the screened positive selection sites lay within human leukocyte antigens (HLA)-restricted epitopes. In conclusion, this study analyzed the quasispecies characteristics discrepancy between child and adult patients with CHB, and revealed the possible reason for the distinct clinical characteristics in the perspective of population genetics.","25998435"
"Factors associated with mother-to-child transmission of hepatitis B virus despite immunoprophylaxis.","OBJECTIVE: This study aimed to assess risk factors for mother-to-child transmission (MTCT) of hepatitis B virus (HBV) after immunoprophylaxis.METHODS: Risk factors for MTCT were assessed using a multivariate logistic regression model.PATIENTS: We enrolled 256 mother-child pairs with positive maternal hepatitis B surface antigens (HBsAg) between January 2010 and June 2013. All children received passive-active immunization after birth. The children were tested for HBsAg at birth and 6-12 months and/or 1-3 years of age.RESULTS: Among 256 children, 10 (3.9%) developed HBV infection, all of whom were born to hepatitis B e antigen (HBeAg)-positive mothers with a high HBV DNA level (median, 7.36; range, 6.75-8.00 log10 IU/mL). A total of 20 mothers received antiviral treatment during pregnancy. The maternal viral load decreased from an average of 7.16 to 3.08 log10 IU/mL (p&lt;0.0001) at delivery. The multivariate logistic regression analysis showed that a high maternal HBV DNA level [odds ratio (OR) for each log10 IU/mL increase, 2.44; 95% confidence interval (CI), 1.13-5.29, p=0.023] and vaginal delivery (OR=6.96, 95% CI, 1.80-26.93, p=0.005) were risk factors for HBV immunoprophylaxis failure.CONCLUSION: Additional treatment strategies should be considered in HBeAg-positive mothers with an HBV DNA level above 6-7 log10 IU/mL. In addition, our study supports the use of Cesarean section for infants born to HBsAg-positive mothers.","25832930"
"Mother to child transmission of hepatitis B virus: a cause for concern.","Mother to child transmission of hepatitis B virus (HBV) is an important public health issue. India introduced HBV vaccine in 10 states as part of its Universal Immunization Program (UIP). Here we show evidence of mother-to-child transmission of HBV in three families from Jharkhand and Bihar states where HBV vaccination is not yet included in the UIP. This report illustrates the need for active screening of HBV in pregnant women and implementation of HBV vaccine across all states in India to reduce the burden of disease. ","25657134"
"Pharmacokinetics of Sublingual Buprenorphine and Naloxone in Subjects with Mild to Severe Hepatic Impairment (Child-Pugh Classes A, B, and C), in Hepatitis C Virus-Seropositive Subjects, and in Healthy Volunteers.","BACKGROUND AND OBJECTIVES: Suboxone(®) is a sublingual tablet of buprenorphine/naloxone, approved for the treatment of opioid dependence. The objective of this study was to quantify the impact of hepatic impairment or hepatitis C virus infection on the pharmacokinetics of buprenorphine or naloxone and their major metabolites.METHODS: Forty-three subjects received a single dose of a Suboxone 2.0/0.5-mg tablet. Blood samples were collected up to 168 h and pharmacokinetic parameters were calculated using non-compartmental analysis. Statistical analysis was performed using analysis of covariance.RESULTS: Pharmacokinetic parameters were derived from 33 subjects. Compared with healthy subjects, for patients with severe hepatic impairment, total and peak exposures increased to 281.4 % [90 % confidence interval 187.1-423.3] and 171.8 % [117.9-250.2] for buprenorphine, 1401.9 % [707.6-2777.5] and 1129.8 % [577.2-2211.4] for naloxone. For moderate hepatic impaired subjects, naloxone total and peak exposure increased to 317.6 % [164.9-611.5] and 270.0  % [141.9-513.9]. For buprenorphine, only total exposure increased to 163.9 % [110.8-242.3]. Changes in maximum observed plasma concentration, area under the plasma concentration-time curve from time zero to time of the last quantifiable concentration, and area under the plasma concentration-time curve from time zero to infinity of buprenorphine or naloxone in subjects with mild hepatic impairment or with hepatitis C virus infection were within twofold of those of healthy subjects. Serious adverse events were not observed.CONCLUSIONS: Severe and moderate hepatic impairment significantly increased exposure of naloxone and to a lesser extent of buprenorphine. Therefore, buprenorphine/naloxone combination products should generally be avoided in patients with severe hepatic impairment and may not be appropriate for patients with moderate hepatic impairment. However, buprenorphine/naloxone products may be used with caution for maintenance treatment in patients with moderate hepatic impairment who have initiated treatment on a buprenorphine product without naloxone [Registered at ClinicalTrials.gov as NCT01846455].","25603822"
"Integrated prevention of mother-to-child transmission for human immunodeficiency virus, syphilis and hepatitis B virus in China.","PROBLEM: China continues to face challenges in eliminating mother-to-child transmission of human immunodeficiency virus (HIV), syphilis and hepatitis B virus (HBV).APPROACH: In 2010, a programme that integrated and standardized prevention of mother-to-child transmission (PMTCT) efforts for HIV, syphilis and HBV was implemented in 1156 counties. At participating antenatal care clinics, pregnant women were offered all three tests concurrently and free of charge. Further interventions such as free treatment, prophylaxis and testing for mothers and their children were provided for HIV and syphilis.LOCAL SETTING: China's national PMTCT HIV programme started in 2003, at which time there were no national programmes for perinatal syphilis and HBV. In 2009, the rate of maternal-to-child transmission of HIV was 8.1% (57/702). Reported congenital syphilis was 60.8 per 100,000 live births. HBV infection was 7.2% of the overall population infected.RELEVANT CHANGES: Between 2010 and 2013 the number of pregnant women attending antenatal care clinics with integrated PMTCT services increased from 5.5 million to 13.1 million. In 2013, 12.7 million pregnant women were tested for HIV, 12.6 million for syphilis and 12.7 million for HBV. Mother-to-child transmission of HIV fell to 6.7% in 2013. Data on syphilis transmission are not yet available.LESSONS LEARNT: Integrated PMTCT services proved to be feasible and effective, and they are now part of the routine maternal and child health services provided to infected women. The services are provided through a collaboration between maternal and child health clinics, the national and local Centers for Disease Control and Prevention, and general hospitals.La Chine est toujours confrontée à des difficultés dans l'élimination de la transmission mère-enfant du virus de l'immunodéficience humaine (VIH), de la syphilis et du virus de l'hépatite B (VHB).</AbstractText>: La Chine est toujours confrontée à des difficultés dans l'élimination de la transmission mère-enfant du virus de l'immunodéficience humaine (VIH), de la syphilis et du virus de l'hépatite B (VHB).En 2010, un programme qui intégrait et harmonisait les efforts de la prévention de la transmission mère-enfant (PTME) pour le VIH, la syphilis et le VHB, a été mis en œuvre dans 1156 pays. Au moment de bénéficier de soins prénatals, les femmes enceintes se sont vues proposer l'ensemble des trois tests en même temps et gratuitement. Des interventions supplémentaires telles que le traitement gratuit, la prophylaxie et le dépistage pour les mères et leurs enfants, ont été incluses dans le programme.</AbstractText>: En 2010, un programme qui intégrait et harmonisait les efforts de la prévention de la transmission mère-enfant (PTME) pour le VIH, la syphilis et le VHB, a été mis en œuvre dans 1156 pays. Au moment de bénéficier de soins prénatals, les femmes enceintes se sont vues proposer l'ensemble des trois tests en même temps et gratuitement. Des interventions supplémentaires telles que le traitement gratuit, la prophylaxie et le dépistage pour les mères et leurs enfants, ont été incluses dans le programme.Le programme national chinois de PTME pour le VIH a débuté en 2003, au moment où il n'y avait encore aucun programme pour le dépistage périnatal de la syphilis et du VHB. En 2009, le taux de transmission mère-enfant pour le VIH était de 8,1% (57/702). Le nombre de cas de syphilis congénital signalés s'élevait à 60,8 pour 100 000 naissances vivantes. Le taux d'infection par le VHB était de 7,2% de l'ensemble de la population infectée.</AbstractText>: Le programme national chinois de PTME pour le VIH a débuté en 2003, au moment où il n'y avait encore aucun programme pour le dépistage périnatal de la syphilis et du VHB. En 2009, le taux de transmission mère-enfant pour le VIH était de 8,1% (57/702). Le nombre de cas de syphilis congénital signalés s'élevait à 60,8 pour 100 000 naissances vivantes. Le taux d'infection par le VHB était de 7,2% de l'ensemble de la population infectée.Entre 2010 et 2013, le nombre de femmes enceintes bénéficiant de soins prénatals avec des services de PTME intégrés a augmenté de 5,5 millions à 13,1 millions. En 2013, 12,7 millions de femmes enceintes ont été testées pour le VIH, 12,6 millions pour la syphilis et 12,7 millions pour le VHB. La transmission mère-enfant pour le VIH a chuté à 6,7% en 2013.</AbstractText>: Entre 2010 et 2013, le nombre de femmes enceintes bénéficiant de soins prénatals avec des services de PTME intégrés a augmenté de 5,5 millions à 13,1 millions. En 2013, 12,7 millions de femmes enceintes ont été testées pour le VIH, 12,6 millions pour la syphilis et 12,7 millions pour le VHB. La transmission mère-enfant pour le VIH a chuté à 6,7% en 2013.Les services de PTME intégrée ont montré leur faisabilité et leur efficacité. Ils font maintenant partie des pratiques courantes des services de soins maternels et pédiatriques proposées aux femmes infectées. Ces services sont proposés en collaboration avec les cliniques de santé, les centres nationaux et locaux pour le contrôle et la prévention des maladies et les hôpitaux généraux.</AbstractText>: Les services de PTME intégrée ont montré leur faisabilité et leur efficacité. Ils font maintenant partie des pratiques courantes des services de soins maternels et pédiatriques proposées aux femmes infectées. Ces services sont proposés en collaboration avec les cliniques de santé, les centres nationaux et locaux pour le contrôle et la prévention des maladies et les hôpitaux généraux.China sigue haciendo frente a desafíos en la eliminación de la transmisión maternoinfantil del virus de la inmunodeficiencia humana (VIH), la sífilis y el virus de la hepatitis B (VHB).</AbstractText>: China sigue haciendo frente a desafíos en la eliminación de la transmisión maternoinfantil del virus de la inmunodeficiencia humana (VIH), la sífilis y el virus de la hepatitis B (VHB).En 2010 se puso en marcha en 1156 condados un programa que integraba y estandarizaba los esfuerzos de prevención de la transmisión maternoinfantil (PTMI) para el VIH, la sífilis y el VHB. En las clínicas de atención prenatal que participaron se ofrecieron a las mujeres embarazadas las tres pruebas al mismo tiempo y de forma gratuita. El programa incluyó otras intervenciones como el tratamiento gratuito, profilaxis y pruebas para las madres y sus hijos.</AbstractText>: En 2010 se puso en marcha en 1156 condados un programa que integraba y estandarizaba los esfuerzos de prevención de la transmisión maternoinfantil (PTMI) para el VIH, la sífilis y el VHB. En las clínicas de atención prenatal que participaron se ofrecieron a las mujeres embarazadas las tres pruebas al mismo tiempo y de forma gratuita. El programa incluyó otras intervenciones como el tratamiento gratuito, profilaxis y pruebas para las madres y sus hijos.El programa nacional de PTMI del VIH en China comenzó en 2003, momento en el que no había ningún programa nacional para la sífilis y el VHB perinatales. En 2009, la tasa de transmisión maternoinfantil del VIH fue del 8,1 % (57/702). La sífilis congénita notificada fue de 60,8 por cada 100 000 nacidos vivos, y la infección por el VHB fue del 7,2 % de la población general infectada.</AbstractText>: El programa nacional de PTMI del VIH en China comenzó en 2003, momento en el que no había ningún programa nacional para la sífilis y el VHB perinatales. En 2009, la tasa de transmisión maternoinfantil del VIH fue del 8,1 % (57/702). La sífilis congénita notificada fue de 60,8 por cada 100 000 nacidos vivos, y la infección por el VHB fue del 7,2 % de la población general infectada.Entre 2010 y 2013, el número de mujeres embarazadas que asistieron a clínicas de atención prenatal con servicios integrados de PTMI aumentó de 5 450 000 a 13 070 000. En 2013, 12 720 000 mujeres embarazadas se sometieron a la prueba del VIH, 12 600 000 a la prueba de la sífilis y 12 730 000 a la del VHB. La transmisión maternoinfantil del VIH se redujo al 6,7 % en 2013.</AbstractText>: Entre 2010 y 2013, el número de mujeres embarazadas que asistieron a clínicas de atención prenatal con servicios integrados de PTMI aumentó de 5 450 000 a 13 070 000. En 2013, 12 720 000 mujeres embarazadas se sometieron a la prueba del VIH, 12 600 000 a la prueba de la sífilis y 12 730 000 a la del VHB. La transmisión maternoinfantil del VIH se redujo al 6,7 % en 2013.La PTMI integrada demostró ser factible y eficaz, y ha pasado a formar parte de los servicios rutinarios de salud maternoinfantil que se proporcionan a las mujeres infectadas. Se ofrece a través de una colaboración entre las clínicas, los Centros para el Control y la Prevención de Enfermedades locales y nacionales y los hospitales generales.</AbstractText>: La PTMI integrada demostró ser factible y eficaz, y ha pasado a formar parte de los servicios rutinarios de salud maternoinfantil que se proporcionan a las mujeres infectadas. Se ofrece a través de una colaboración entre las clínicas, los Centros para el Control y la Prevención de Enfermedades locales y nacionales y los hospitales generales.2010<U+5E74><U+4E00><U+9879><U+7EFC><U+5408><U+6807><U+51C6><U+5316>HIV<U+3001><U+6885><U+6BD2><U+548C>HBV<U+6BCD><U+5A74><U+4F20><U+64AD><U+9884><U+9632><U+5DE5><U+4F5C><U+7684><U+5DE5><U+4F5C><U+5728>1156<U+4E2A><U+53BF><U+5B9E><U+65BD><U+3002><U+5728><U+53C2><U+4E0E><U+8BE5><U+5DE5><U+4F5C><U+7684><U+4EA7><U+524D><U+4FDD><U+5065><U+8BCA><U+6240><U+4E2D>,<U+4E3A><U+5B55><U+5987><U+540C><U+65F6><U+514D><U+8D39><U+63D0><U+4F9B><U+6240><U+6709><U+4E09><U+9879><U+68C0><U+6D4B><U+3002><U+5DE5><U+4F5C><U+5305><U+542B><U+8FDB><U+4E00><U+6B65><U+7684><U+5E72><U+9884><U+63AA><U+65BD>,<U+8BF8><U+5982><U+6BCD><U+4EB2><U+53CA><U+5176><U+5B69><U+5B50><U+514D><U+8D39><U+6CBB><U+7597><U+3001><U+9884><U+9632><U+548C><U+68C0><U+6D4B><U+3002></AbstractText>: 2010<U+5E74><U+4E00><U+9879><U+7EFC><U+5408><U+6807><U+51C6><U+5316>HIV<U+3001><U+6885><U+6BD2><U+548C>HBV<U+6BCD><U+5A74><U+4F20><U+64AD><U+9884><U+9632><U+5DE5><U+4F5C><U+7684><U+5DE5><U+4F5C><U+5728>1156<U+4E2A><U+53BF><U+5B9E><U+65BD><U+3002><U+5728><U+53C2><U+4E0E><U+8BE5><U+5DE5><U+4F5C><U+7684><U+4EA7><U+524D><U+4FDD><U+5065><U+8BCA><U+6240><U+4E2D>,<U+4E3A><U+5B55><U+5987><U+540C><U+65F6><U+514D><U+8D39><U+63D0><U+4F9B><U+6240><U+6709><U+4E09><U+9879><U+68C0><U+6D4B><U+3002><U+5DE5><U+4F5C><U+5305><U+542B><U+8FDB><U+4E00><U+6B65><U+7684><U+5E72><U+9884><U+63AA><U+65BD>,<U+8BF8><U+5982><U+6BCD><U+4EB2><U+53CA><U+5176><U+5B69><U+5B50><U+514D><U+8D39><U+6CBB><U+7597><U+3001><U+9884><U+9632><U+548C><U+68C0><U+6D4B><U+3002>","25558108"
"Immunization interventions to interrupt hepatitis B virus mother-to-child transmission: a meta-analysis of randomized controlled trials.","BACKGROUND: This study aimed to determine the clinical efficacy of various immune interventions on mother-to-child transmission (MTCT) of hepatitis B virus (HBV).METHODS: We retrieved different immune strategies on how to prevent MTCT reported in the literature from Chinese and English electronic databases from the viewpoint of intrauterine and extrauterine prevention. Relative risk (RR) and 95% confidence interval (CI) methods were used.RESULTS: Twenty-five articles on intrauterine prevention and 16 on extrauterine prevention were included in the analysis. Intrauterine prevention could reduce infants' HBV infection rate (RR<U+2009>=<U+2009>0.36, 95% CI: 0.28-0.45) and increase their anti-hepatitis B surface-positive rate (RR<U+2009>=<U+2009>2.42, 95% CI: 1.46-4.01) at birth. Compared with passive immunization, passive-active immunization could reduce infants' HBV infection rate (RR<U+2009>=<U+2009>0.66, 95% CI: 0.52-0.84) at birth, even at more than 12 months of age (RR<U+2009>=<U+2009>0.54, 95% CI: 0.42-0.69). Subgroup analysis demonstrated similar results except for pregnant women who were hepatitis B surface antigen-positive. Funnel plots and Egger's tests showed publication bias mainly in intrauterine prevention not in extrauterine one.CONCLUSIONS: The long-term protective effect of pregnant women injected with hepatitis B immunoglobulin during pregnancy should be further validated by large-scale randomized trials. Newborns of pregnant women who carried HBV should undergo a passive-active immunization strategy.","25526664"
"The evidence of mother to child transmission of hepatitis B virus infection in Pakistan and the need for hepatitis B immunization policy change.","","25252537"
"The evidence of mother to child transmission of hepatitis B virus infection in Pakistan and the need for hepatitis B immunization policy change.","","25252536"
"Hepatitis B virus mother-to-child transmission among HIV-infected women receiving lamivudine-containing antiretroviral regimens during pregnancy and breastfeeding.","The study included 309 HIV-infected pregnant women receiving a lamivudine-containing antiretroviral regimen from week 25 of gestational age until 6 months postpartum, during breastfeeding. Twenty-seven of them (8.7%) were hepatitis B virus surface antigen (HBsAg) positive; at baseline, hepatitis B virus (HBV) DNA levels &gt;3 log(10) IU/mL (with a median level of 6.2 log(10) IU/mL) were found in 10 women, who at one, three and six months postpartum had median levels of 5.2 log(10) IU/mL, 4.5 log(10) IU/mL and 2.8 log(10) IU/mL, respectively. Twenty-four of the 30 breast milk samples evaluated had undetectable HBV DNA and the other six had values between 15 and 155 IU/mL. Median lamivudine concentrations were 1070 ng/mL in serum and 684 ng/mL in breast milk. Among the 24 HBV-exposed children with available samples, 16 always tested negative, four had a transient infection, one had an undetermined status and three (12.5%) first tested positive at Month 12 or Month 24. Among the children born to the HBV-uninfected mothers of the same cohort, the rate of HBsAg positivity at 12-24 months was 2% (4/196). Our finding of the absence of significative levels of HBV DNA in the breast milk of co-infected mothers supports the present recommendations for breastfeeding in HBV-infected women. Horizontal transmission can be hypothesized for the infections detected in children at 12-24 months. Children born to HBV-positive mothers remained at higher risk of postnatal HBV acquisition compared to those born to HBV-negative women.","25174900"
